# raceline for track_id=oschersleben (claude-docs/02-repo-layout.md)
# generated by tools/raceline (tool_version=0.1.0)
# vehicle_params: schema_version=0.2.0, sysid_session_id=none-preliminary
# generation_params: track_shape=external_centerline, source_centerline_csv=../config/tracks/oschersleben/source_centerline.csv, resample_ds_m=0.1, smooth_window=5, a_lat_max_mps2=9.51, a_max_mps2=9.51, v_max_mps=20.0
# columns: s_m,x_m,y_m,heading_rad,curvature_1pm,target_speed_mps
s_m,x_m,y_m,heading_rad,curvature_1pm,target_speed_mps
37.889169,-34.867858,7.362933,1.898346,-0.325441,5.405730
37.989073,-34.898458,7.458036,1.869374,-0.254527,5.578718
38.088993,-34.926634,7.553901,1.848246,-0.168452,5.631962
38.188912,-34.953192,7.650226,1.827791,-0.241062,5.460635
38.288816,-34.977420,7.747148,1.798734,-0.340636,5.283783
38.388739,-34.998341,7.844856,1.772668,-0.181276,5.460668
38.488651,-35.017486,7.942916,1.755000,-0.172384,5.514172
38.588575,-35.034942,8.041304,1.729729,-0.333619,5.339057
38.688467,-35.049105,8.140187,1.699213,-0.277334,5.514116
38.788379,-35.060527,8.239443,1.676480,-0.177847,5.482283
38.888287,-35.070183,8.338884,1.654990,-0.252422,5.306144
38.988178,-35.077328,8.438519,1.624293,-0.362213,5.123987
39.088085,-35.080865,8.538364,1.596172,-0.200931,5.306173
39.187983,-35.082397,8.638250,1.576915,-0.184586,5.335706
39.287896,-35.082087,8.738162,1.549826,-0.357930,5.154554
39.387769,-35.078208,8.837960,1.516952,-0.300326,5.335637
39.487666,-35.071337,8.937621,1.492436,-0.190659,5.379306
39.587561,-35.062569,9.037129,1.469468,-0.269271,5.199706
39.687438,-35.051131,9.136349,1.437129,-0.378322,5.013710
39.787340,-35.035950,9.235092,1.408008,-0.204915,5.199753
39.887235,-35.018752,9.333494,1.388386,-0.187919,5.349249
39.987144,-34.999707,9.431572,1.361227,-0.355990,5.168578
40.087022,-34.977195,9.528880,1.328894,-0.291419,5.349195
40.186928,-34.951853,9.625519,1.305229,-0.182473,5.497211
40.286832,-34.924755,9.721677,1.283338,-0.255854,5.321575
40.386722,-34.895213,9.817099,1.252581,-0.359965,5.139967
40.486637,-34.862252,9.911420,1.225025,-0.191849,5.321619
40.586543,-34.827493,10.005084,1.206563,-0.177726,5.497258
40.686462,-34.791071,10.098129,1.181101,-0.332114,5.351143
40.786354,-34.751594,10.189889,1.150628,-0.277975,5.525820
40.886270,-34.709574,10.280540,1.128058,-0.173943,5.601063
40.986182,-34.665987,10.370444,1.107737,-0.232885,5.428773
41.086086,-34.620325,10.459302,1.078876,-0.344923,5.250848
41.186006,-34.571620,10.546548,1.052135,-0.190487,5.428801
41.285920,-34.521268,10.632846,1.034066,-0.171195,5.601092
41.385843,-34.469442,10.718278,1.010344,-0.303766,5.595262
41.485743,-34.415060,10.802080,0.981083,-0.282019,5.762557
41.585665,-34.358327,10.884334,0.958503,-0.170056,5.610438
41.685580,-34.300209,10.965607,0.939801,-0.204312,5.438440
41.785497,-34.240443,11.045678,0.912434,-0.343616,5.260819
41.885410,-34.177967,11.123648,0.884732,-0.210991,5.438434
41.985321,-34.113862,11.200283,0.865511,-0.173786,5.610426
42.085239,-34.048432,11.275797,0.842582,-0.285312,5.609066
42.185132,-33.980894,11.349399,0.812263,-0.321701,5.437062
42.285046,-33.911011,11.420808,0.787085,-0.182471,5.384211
42.384947,-33.839848,11.490922,0.768432,-0.190926,5.204769
42.484862,-33.767350,11.559675,0.740047,-0.377542,5.018888
42.584744,-33.692337,11.625625,0.707909,-0.265981,5.204709
42.684633,-33.615592,11.689564,0.684869,-0.195399,5.257523
42.784524,-33.537614,11.751995,0.660019,-0.302322,5.073620
42.884384,-33.457811,11.812024,0.625008,-0.398871,4.882856
42.984270,-33.375660,11.868844,0.594499,-0.212289,5.020694
43.084135,-33.292341,11.923897,0.573254,-0.213139,4.827831
43.184021,-33.207851,11.977176,0.540450,-0.444224,4.626891
43.283843,-33.121138,12.026626,0.501439,-0.337288,4.827706
43.383686,-33.032791,12.073139,0.473006,-0.232450,4.917132
43.483529,-32.943389,12.117590,0.443513,-0.358615,4.720081
43.583331,-32.852490,12.158796,0.402328,-0.466613,4.514525
43.683189,-32.759721,12.195748,0.367300,-0.235510,4.720193
43.783021,-32.666133,12.230499,0.342930,-0.252661,4.848837
43.882868,-32.571684,12.262884,0.308364,-0.440031,4.648885
43.982701,-32.475917,12.291087,0.270753,-0.313481,4.848811
44.082579,-32.379272,12.316292,0.244880,-0.204833,5.040896
44.182460,-32.282128,12.339514,0.219229,-0.308923,5.225932
44.282328,-32.184327,12.359727,0.185970,-0.357042,5.160964
44.382254,-32.085810,12.376450,0.159667,-0.169742,5.341923
44.482168,-31.987035,12.391499,0.141936,-0.185174,5.516930
44.582092,-31.887990,12.404718,0.117426,-0.305462,5.579715
44.682021,-31.788582,12.414910,0.092113,-0.201229,5.747510
44.781969,-31.688970,12.423102,0.075271,-0.135842,5.910574
44.881919,-31.589255,12.429942,0.058657,-0.196621,6.069261
44.981869,-31.489424,12.434821,0.037614,-0.224431,6.223903
45.081844,-31.389484,12.437460,0.021194,-0.104149,6.374833
45.181814,-31.289526,12.439058,0.010643,-0.106927,6.522265
45.281790,-31.189552,12.439587,-0.003686,-0.179736,6.666444
45.381769,-31.089581,12.438321,-0.018615,-0.118916,6.807575
45.481756,-30.989624,12.435865,-0.028340,-0.075615,6.945850
45.581743,-30.889689,12.432654,-0.037325,-0.104119,7.081425
45.681731,-30.789792,12.428403,-0.049074,-0.130881,7.214454
45.781726,-30.689951,12.422845,-0.058520,-0.058065,7.345084
45.881720,-30.590145,12.416706,-0.064326,-0.058066,7.473429
45.981715,-30.490376,12.409989,-0.072330,-0.102018,7.599609
46.081710,-30.390681,12.402254,-0.081216,-0.075728,7.723727
46.181708,-30.291044,12.393764,-0.087311,-0.046178,7.845885
46.281706,-30.191447,12.384814,-0.092642,-0.060429,7.966171
46.381704,-30.091906,12.375263,-0.099684,-0.080417,8.084667
46.481705,-29.992443,12.364911,-0.105528,-0.036464,8.201455
46.581706,-29.893018,12.354196,-0.109063,-0.034243,8.316602
46.681707,-29.793629,12.343141,-0.113469,-0.053879,8.430177
46.781708,-29.694302,12.331551,-0.118276,-0.042253,8.542243
46.881711,-29.595023,12.319541,-0.121502,-0.022264,8.652859
46.981714,-29.495771,12.307310,-0.123907,-0.025842,8.762079
47.081717,-29.396551,12.294822,-0.126826,-0.032536,8.869954
47.181721,-29.297371,12.282011,-0.129098,-0.012900,8.976534
47.281725,-29.198207,12.269073,-0.130257,-0.010273,9.081863
47.381729,-29.099057,12.256033,-0.131324,-0.011067,9.185984
47.481733,-28.999921,12.242883,-0.132261,-0.007669,9.288939
47.581737,-28.900795,12.229656,-0.132693,-0.000975,9.390765
47.681741,-28.801671,12.216421,-0.132784,-0.000848,9.491499
47.781746,-28.702547,12.203177,-0.132853,-0.000524,9.591175
47.881750,-28.603425,12.189927,-0.132865,0.000270,9.689825
47.981754,-28.504302,12.176680,-0.132829,0.000450,9.787482
48.081759,-28.405178,12.163438,-0.132768,0.000784,9.884173
48.181763,-28.306053,12.150204,-0.132690,0.000768,9.979928
48.281767,-28.206928,12.136977,-0.132629,0.000445,10.074773
48.381772,-28.107801,12.123754,-0.132580,0.000541,10.168733
48.481776,-28.008674,12.110537,-0.132509,0.000885,10.261832
48.581780,-27.909546,12.097329,-0.132437,0.000551,10.354095
48.681784,-27.810417,12.084126,-0.132387,0.000440,10.445543
48.781789,-27.711288,12.070928,-0.132328,0.000739,10.536197
48.881793,-27.612157,12.057737,-0.132252,0.000778,10.626078
48.981797,-27.513026,12.044553,-0.132192,0.000435,10.715205
49.081802,-27.413894,12.031374,-0.132145,0.000502,10.803596
49.181806,-27.314761,12.018200,-0.132077,0.000864,10.891271
49.281810,-27.215627,12.005034,-0.132005,0.000565,10.978245
49.381814,-27.116492,11.991874,-0.131956,0.000429,11.064535
49.481819,-27.017357,11.978719,-0.131899,0.000695,11.150158
49.581823,-26.918221,11.965570,-0.131825,0.000786,11.235128
49.681827,-26.819084,11.952429,-0.131765,0.000424,11.319460
49.781832,-26.719946,11.939292,-0.131720,0.000464,11.403169
49.881836,-26.620808,11.926160,-0.131655,0.000843,11.486268
49.981840,-26.521668,11.913036,-0.131584,0.000577,11.568770
50.081845,-26.422528,11.899918,-0.131534,0.000419,11.650687
50.181849,-26.323388,11.886804,-0.131481,0.000654,11.732033
50.281853,-26.224246,11.873696,-0.131408,0.000792,11.812818
50.381857,-26.125103,11.860596,-0.131348,0.000414,11.893055
50.481862,-26.025960,11.847501,-0.131306,0.000429,11.972754
50.581866,-25.926817,11.834410,-0.131243,0.000822,12.051926
50.681870,-25.827672,11.821326,-0.131173,0.000588,12.130581
50.781875,-25.728526,11.808249,-0.131123,0.000408,12.208730
50.881879,-25.629380,11.795176,-0.131072,0.000613,12.286381
50.981883,-25.530233,11.782109,-0.131001,0.000796,12.363545
51.081887,-25.431085,11.769049,-0.130941,0.000403,12.440230
51.181892,-25.331937,11.755994,-0.130901,0.000403,12.516446
51.281896,-25.232788,11.742943,-0.130841,0.000792,12.592200
51.381900,-25.133638,11.729899,-0.130772,0.000595,12.667501
51.481905,-25.034487,11.716862,-0.130722,0.000397,12.742357
51.581909,-24.935336,11.703828,-0.130674,0.000575,12.816776
51.681913,-24.836184,11.690800,-0.130605,0.000790,12.890765
51.781918,-24.737031,11.677780,-0.130546,0.000401,12.964332
51.881922,-24.637877,11.664764,-0.130506,0.000393,13.037484
51.981926,-24.538723,11.651752,-0.130449,0.000750,13.110227
52.081930,-24.439568,11.638747,-0.130382,0.000602,13.182570
52.181935,-24.340412,11.625748,-0.130332,0.000387,13.254517
52.281939,-24.241255,11.612753,-0.130286,0.000538,13.326076
52.381943,-24.142098,11.599763,-0.130221,0.000769,13.397253
52.481948,-24.042940,11.586781,-0.130162,0.000411,13.468054
52.581952,-23.943782,11.573803,-0.130122,0.000382,13.538484
52.681956,-23.844622,11.560829,-0.130067,0.000708,13.608550
52.781960,-23.745462,11.547862,-0.130002,0.000608,13.678257
52.881965,-23.646302,11.534901,-0.129952,0.000377,13.747611
52.981969,-23.547140,11.521944,-0.129908,0.000502,13.816616
53.081973,-23.447978,11.508991,-0.129846,0.000747,13.885279
53.181978,-23.348815,11.496046,-0.129788,0.000421,13.953603
53.281982,-23.249652,11.483105,-0.129748,0.000371,14.021595
53.381986,-23.150488,11.470168,-0.129696,0.000667,14.089259
53.481991,-23.051323,11.457238,-0.129632,0.000611,14.156599
53.581995,-22.952158,11.444313,-0.129583,0.000366,14.223620
53.681999,-22.852992,11.431392,-0.129542,0.000467,14.290327
53.782003,-22.753825,11.418476,-0.129482,0.000726,14.356724
53.882008,-22.654657,11.405567,-0.129424,0.000429,14.422816
53.982012,-22.555489,11.392662,-0.129385,0.000360,14.488606
54.082016,-22.456320,11.379761,-0.129335,0.000628,14.554098
54.182021,-22.357151,11.366866,-0.129273,0.000613,14.619298
54.282025,-22.257981,11.353977,-0.129225,0.000355,14.684207
54.382029,-22.158810,11.341092,-0.129186,0.000434,14.748831
54.482033,-22.059639,11.328211,-0.129129,0.000704,14.813173
54.582038,-21.960467,11.315337,-0.129072,0.000436,14.877237
54.682042,-21.861294,11.302467,-0.129032,0.000349,14.941026
54.782046,-21.762121,11.289601,-0.128985,0.000589,14.964870
54.882051,-21.662947,11.276740,-0.128925,0.000614,14.901183
54.982055,-21.563772,11.263886,-0.128877,0.000344,14.837223
55.082059,-21.464597,11.251035,-0.128840,0.000401,14.772985
55.182064,-21.365421,11.238188,-0.128786,0.000682,14.708467
55.282068,-21.266245,11.225348,-0.128730,0.000442,14.643665
55.382072,-21.167068,11.212512,-0.128691,0.000338,14.578575
55.482076,-21.067890,11.199680,-0.128646,0.000552,14.513193
55.582081,-20.968712,11.186853,-0.128588,0.000614,14.447515
55.682085,-20.869533,11.174032,-0.128540,0.000333,14.381537
55.782089,-20.770353,11.161214,-0.128505,0.000370,14.315255
55.882094,-20.671173,11.148400,-0.128454,0.000661,14.248665
55.982098,-20.571993,11.135593,-0.128398,0.000447,14.181762
56.082102,-20.472811,11.122790,-0.128360,0.000328,14.114541
56.182106,-20.373629,11.109990,-0.128317,0.000516,14.047000
56.282111,-20.274447,11.097196,-0.128261,0.000613,13.979131
56.382115,-20.175264,11.084407,-0.128214,0.000322,13.910932
56.482119,-20.076080,11.071622,-0.128181,0.000339,13.842397
56.582124,-19.976896,11.058840,-0.128132,0.000639,13.773521
56.682128,-19.877711,11.046065,-0.128078,0.000451,13.704298
56.782132,-19.778526,11.033294,-0.128039,0.000317,13.634724
56.882136,-19.679340,11.020526,-0.128000,0.000480,13.564794
56.982141,-19.580153,11.007762,-0.127945,0.000610,13.494501
57.082145,-19.480966,10.995005,-0.127899,0.000311,13.423839
57.182149,-19.381778,10.982251,-0.127868,0.000311,13.352804
57.282154,-19.282590,10.969500,-0.127822,0.000615,13.281389
57.382158,-19.183401,10.956755,-0.127768,0.000454,13.209588
57.482162,-19.084212,10.944015,-0.127730,0.000306,13.137395
57.582167,-18.985022,10.931278,-0.127693,0.000445,13.064802
57.682171,-18.885832,10.918545,-0.127640,0.000606,12.991804
57.782175,-18.786641,10.905818,-0.127595,0.000302,12.918394
57.882179,-18.687449,10.893094,-0.127565,0.000300,12.844563
57.982184,-18.588257,10.880373,-0.127521,0.000575,12.770307
58.082188,-18.489065,10.867658,-0.127469,0.000455,12.695615
58.182192,-18.389871,10.854947,-0.127432,0.000295,12.620482
58.282197,-18.290678,10.842239,-0.127396,0.000411,12.544899
58.382201,-18.191484,10.829535,-0.127347,0.000584,12.468857
58.482205,-18.092289,10.816838,-0.127302,0.000309,12.392349
58.582209,-17.993093,10.804143,-0.127272,0.000290,12.315366
58.682214,-17.893898,10.791451,-0.127231,0.000536,12.237898
58.782218,-17.794702,10.778764,-0.127181,0.000456,12.159937
58.882222,-17.695505,10.766082,-0.127144,0.000283,12.081473
58.982227,-17.596307,10.753403,-0.127111,0.000377,12.002496
59.082231,-17.497110,10.740727,-0.127064,0.000562,11.922996
59.182235,-17.397911,10.728057,-0.127020,0.000315,11.842962
59.282240,-17.298712,10.715390,-0.126991,0.000279,11.762384
59.382244,-17.199513,10.702726,-0.126952,0.000498,11.681249
59.482248,-17.100313,10.690067,-0.126904,0.000457,11.599548
59.582252,-17.001113,10.677412,-0.126868,0.000273,11.517266
59.682257,-16.901912,10.664760,-0.126837,0.000345,11.434393
59.782261,-16.802711,10.652112,-0.126792,0.000540,11.350914
59.882265,-16.703509,10.639468,-0.126749,0.000320,11.266818
59.982270,-16.604307,10.626828,-0.126720,0.000267,11.182088
60.082274,-16.505104,10.614191,-0.126684,0.000460,11.096712
60.182278,-16.405901,10.601558,-0.126638,0.000456,11.010674
60.282282,-16.306697,10.588930,-0.126602,0.000262,10.923958
60.382287,-16.207493,10.576304,-0.126573,0.000314,10.836548
60.482291,-16.108289,10.563682,-0.126532,0.000517,10.748427
60.582295,-16.009084,10.551064,-0.126490,0.000324,10.659578
60.682300,-15.909878,10.538450,-0.126461,0.000256,10.569982
60.782304,-15.810672,10.525839,-0.126427,0.000423,10.479620
60.882308,-15.711466,10.513231,-0.126383,0.000454,10.388472
60.982313,-15.612259,10.500628,-0.126347,0.000251,10.296518
61.082317,-15.513052,10.488028,-0.126321,0.000283,10.203734
61.182321,-15.413844,10.475430,-0.126282,0.000496,10.110100
61.282325,-15.314636,10.462837,-0.126241,0.000328,10.015590
61.382330,-15.215427,10.450248,-0.126212,0.000245,9.920179
61.482334,-15.116218,10.437661,-0.126180,0.000388,9.823842
61.582338,-15.017008,10.425078,-0.126138,0.000452,9.726551
61.682343,-14.917798,10.412499,-0.126104,0.000239,9.628276
61.782347,-14.818588,10.399923,-0.126079,0.000253,9.528989
61.882351,-14.719377,10.387349,-0.126043,0.000473,9.428655
61.982355,-14.620166,10.374780,-0.126003,0.000331,9.327243
62.082360,-14.520954,10.362214,-0.125975,0.000234,9.224716
62.182364,-14.421742,10.349650,-0.125945,0.000353,9.121036
62.282368,-14.322530,10.337090,-0.125905,0.000449,9.016164
62.382373,-14.223317,10.324535,-0.125871,0.000229,8.910058
62.482377,-14.124104,10.311981,-0.125848,0.000229,8.802673
62.582381,-14.024890,10.299430,-0.125815,0.000447,8.693962
62.682386,-13.925676,10.286884,-0.125776,0.000332,8.583874
62.782390,-13.826462,10.274340,-0.125748,0.000222,8.472356
62.882394,-13.727247,10.261799,-0.125721,0.000318,8.359350
62.982398,-13.628032,10.249261,-0.125683,0.000439,8.244795
63.082403,-13.528816,10.236728,-0.125650,0.000221,8.128626
63.182407,-13.429600,10.224196,-0.125628,0.000217,8.010773
63.282411,-13.330383,10.211667,-0.125597,0.000408,7.891160
63.382416,-13.231167,10.199142,-0.125560,0.000334,7.769705
63.482420,-13.131949,10.186620,-0.125532,0.000212,7.646322
63.582424,-13.032732,10.174100,-0.125455,0.001345,7.520915
63.682428,-12.933513,10.161594,-0.125218,0.003385,7.393380
63.782433,-12.834289,10.149121,-0.124889,0.003194,7.263607
63.882437,-12.735062,10.136680,-0.124571,0.003173,7.131473
63.982441,-12.635831,10.124270,-0.122780,0.032639,6.996844
64.082443,-12.536562,10.112185,-0.119239,0.038171,6.859577
64.182444,-12.437249,10.100478,-0.115524,0.036133,6.719508
64.282444,-12.337894,10.089131,-0.110648,0.061387,6.576456
64.382439,-12.238477,10.078395,-0.101394,0.123718,6.430231
64.482424,-12.138945,10.068890,-0.090496,0.094267,6.280618
64.582404,-12.039333,10.060323,-0.081404,0.087606,6.127360
64.682387,-11.939646,10.052630,-0.067038,0.199844,5.970164
64.782339,-11.839857,10.046931,-0.046855,0.204012,5.808767
64.882286,-11.739977,10.043267,-0.029579,0.141708,5.642764
64.982228,-11.640060,10.041019,-0.012131,0.207512,5.471735
65.082145,-11.540143,10.040843,0.015173,0.339165,5.295230
65.182037,-11.440303,10.044050,0.043446,0.226944,5.128753
65.281920,-11.340570,10.049519,0.064650,0.197630,4.940073
65.381816,-11.240951,10.056957,0.095599,0.422586,4.743869
65.481619,-11.141826,10.068577,0.135809,0.383008,4.824599
65.581439,-11.043203,10.083979,0.167469,0.251583,4.623656
65.681251,-10.945003,10.101851,0.198880,0.378177,4.413588
65.781002,-10.847607,10.123400,0.244712,0.540879,4.193148
65.880767,-10.751502,10.150171,0.287418,0.315784,4.413616
65.980511,-10.656307,10.179949,0.317627,0.289884,4.471877
66.080291,-10.561977,10.212479,0.358268,0.525418,4.254393
66.180027,-10.469523,10.249886,0.405731,0.426306,4.471781
66.279827,-10.378683,10.291216,0.440171,0.264381,4.679212
66.379620,-10.288971,10.334924,0.469487,0.323196,4.629566
66.479427,-10.200703,10.381508,0.509906,0.486830,4.419792
66.579288,-10.114754,10.432352,0.546724,0.251123,4.629678
66.679139,-10.030116,10.485329,0.570407,0.223249,4.830433
66.779003,-9.946668,10.540186,0.599032,0.350209,5.023195
66.878852,-9.865201,10.597919,0.634833,0.366896,5.091184
66.978744,-9.785870,10.658622,0.663291,0.203174,5.213049
67.078620,-9.707798,10.720912,0.684150,0.214500,5.027547
67.178513,-9.631066,10.784871,0.715168,0.406823,4.834901
67.278379,-9.557014,10.851876,0.749447,0.279718,5.027497
67.378258,-9.484854,10.920931,0.773600,0.204032,5.213005
67.478139,-9.414114,10.991444,0.799569,0.316133,5.077950
67.577992,-9.345654,11.064133,0.835232,0.398135,4.887370
67.677883,-9.280111,11.139515,0.865380,0.205828,5.078024
67.777756,-9.216143,11.216214,0.886558,0.218251,5.013855
67.877641,-9.153855,11.294299,0.917880,0.409227,4.820676
67.977496,-9.094826,11.374838,0.953139,0.296970,5.013795
68.077375,-9.038196,11.457111,0.978136,0.203716,5.199793
68.177257,-8.983251,11.540522,1.004209,0.318549,5.119176
68.277109,-8.931001,11.625614,1.039651,0.391249,4.930188
68.377006,-8.882093,11.712719,1.069182,0.200326,5.119257
68.476885,-8.834945,11.800770,1.089982,0.216170,5.075034
68.576776,-8.789705,11.889828,1.120675,0.398641,4.884266
68.676640,-8.748054,11.980592,1.154744,0.283671,5.074985
68.776525,-8.708984,12.072519,1.178824,0.198611,5.258829
68.876413,-8.671743,12.165205,1.204373,0.313111,5.181845
68.976272,-8.637427,12.258983,1.239039,0.381129,4.995216
69.076171,-8.606692,12.354036,1.267986,0.198722,5.181916
69.176052,-8.577855,12.449664,1.288493,0.211869,5.072461
69.275946,-8.551044,12.545893,1.318993,0.399079,4.881586
69.375810,-8.528095,12.643084,1.353123,0.284466,5.072406
69.475693,-8.507911,12.740907,1.377347,0.200676,5.256336
69.575579,-8.489692,12.839116,1.402916,0.311479,5.118556
69.675436,-8.474540,12.937817,1.438010,0.391353,4.929536
69.775329,-8.463251,13.037071,1.467740,0.204201,5.118623
69.875204,-8.453990,13.136515,1.488223,0.205938,5.001646
69.975100,-8.446775,13.236150,1.519039,0.411395,4.807957
70.074955,-8.443658,13.335957,1.554584,0.300503,5.001570
70.174831,-8.443537,13.435832,1.579950,0.207584,5.169222
70.274706,-8.445487,13.535689,1.605463,0.303451,4.982090
70.374560,-8.450459,13.635419,1.641328,0.414885,4.787693
70.474452,-8.459560,13.734895,1.672492,0.209445,4.982162
70.574320,-8.470738,13.834136,1.693412,0.209456,5.042597
70.674208,-8.483991,13.933140,1.724042,0.404201,4.850558
70.774052,-8.501220,14.031487,1.760609,0.328249,5.042514
70.873920,-8.521667,14.129240,1.787737,0.215190,5.040703
70.973784,-8.544208,14.226526,1.813307,0.297042,4.848636
71.073628,-8.569620,14.323083,1.850101,0.440069,4.648681
71.173491,-8.599252,14.418448,1.884303,0.245255,4.848672
71.273338,-8.631205,14.513044,1.907797,0.225312,4.922685
71.373203,-8.665284,14.606914,1.940286,0.425820,4.725821
71.473009,-8.703298,14.699198,1.980616,0.382254,4.922571
71.572848,-8.744817,14.789994,2.011636,0.239440,4.798541
71.672678,-8.788490,14.879763,2.039768,0.324320,4.596438
71.772481,-8.835033,14.968050,2.080622,0.494566,4.385086
71.872292,-8.885877,15.053939,2.119953,0.293903,4.596452
71.972094,-8.939213,15.138294,2.147377,0.255670,4.710171
72.071918,-8.994696,15.221279,2.183505,0.468772,4.504116
72.171680,-9.053961,15.301530,2.228089,0.424874,4.710046
72.271496,-9.116607,15.379240,2.261997,0.254990,4.806278
72.371303,-9.181203,15.455323,2.291440,0.335143,4.604562
72.471095,-9.248297,15.529193,2.332738,0.492646,4.393625
72.570923,-9.318964,15.599704,2.371245,0.279293,4.604635
72.670752,-9.391570,15.668218,2.397076,0.238225,4.806392
72.770599,-9.465799,15.734998,2.429992,0.421504,4.749953
72.870409,-9.542741,15.798574,2.470032,0.380731,4.945748
72.970269,-9.622083,15.859212,2.500179,0.223401,5.064902
73.070121,-9.702750,15.918060,2.525559,0.285030,4.873813
73.169967,-9.785055,15.974586,2.561506,0.435141,4.674932
73.269832,-9.869752,16.027495,2.595787,0.251697,4.873851
73.369697,-9.955753,16.078259,2.618947,0.212154,5.064964
73.469575,-10.042821,16.127196,2.647808,0.366029,5.097207
73.569422,-10.131590,16.172905,2.683811,0.355068,5.175285
73.669307,-10.221959,16.215456,2.711772,0.205078,5.222442
73.769182,-10.313170,16.256142,2.734399,0.248050,5.037289
73.869056,-10.405362,16.294557,2.767008,0.405118,4.845066
73.968932,-10.499032,16.329213,2.799770,0.251095,5.037290
74.068813,-10.593546,16.361511,2.822314,0.200368,5.222454
74.168702,-10.688697,16.391914,2.847753,0.309083,5.401290
74.268587,-10.784735,16.419365,2.878863,0.313801,5.505071
74.368522,-10.881636,16.443805,2.902369,0.156850,5.675084
74.468450,-10.978901,16.466721,2.918702,0.170031,5.840138
74.568390,-11.076553,16.487984,2.938732,0.230796,6.000672
74.668361,-11.174699,16.506995,2.956360,0.121956,6.157069
74.768348,-11.273086,16.524811,2.966158,0.074052,6.309617
74.868337,-11.371604,16.541898,2.973438,0.071569,6.458564
74.968332,-11.470248,16.558280,2.979869,0.057059,6.604161
75.068336,-11.568993,16.574101,2.982533,-0.003777,6.746631
75.168340,-11.667732,16.589960,2.981999,-0.006908,6.886154
75.268344,-11.766459,16.605886,2.980234,-0.028381,7.022904
75.368347,-11.865140,16.622092,2.977520,-0.025908,7.157041
75.468349,-11.963778,16.638554,2.974994,-0.024605,7.288710
75.568352,-12.062376,16.655259,2.972091,-0.033452,7.418041
75.668355,-12.160917,16.672293,2.968604,-0.036294,7.545157
75.768358,-12.259397,16.689686,2.966048,-0.014821,7.670167
75.868362,-12.357851,16.707224,2.964546,-0.015216,7.793172
75.968366,-12.456278,16.724912,2.962741,-0.020875,7.914266
76.068370,-12.554668,16.742805,2.961096,-0.012027,8.033534
76.168374,-12.653037,16.760817,2.960192,-0.006054,8.151058
76.268378,-12.751394,16.778888,2.959491,-0.007977,8.266912
76.368382,-12.849738,16.797038,2.958629,-0.009262,8.381164
76.468387,-12.948064,16.815278,2.957985,-0.003603,8.493880
76.568391,-13.046385,16.833555,2.957625,-0.003610,8.605119
76.668395,-13.144698,16.851866,2.957110,-0.006686,8.714939
76.768399,-13.242999,16.870244,2.956537,-0.004763,8.823391
76.868404,-13.341292,16.888668,2.956145,-0.003082,8.930527
76.968408,-13.439578,16.907123,2.955777,-0.004288,9.036393
77.068412,-13.537857,16.925619,2.955280,-0.005636,9.141033
77.168416,-13.636125,16.944172,2.954870,-0.002560,9.244488
77.268421,-13.734389,16.962749,2.954614,-0.002560,9.346799
77.368425,-13.832648,16.981351,2.954262,-0.004478,9.448001
77.468429,-13.930898,16.999998,2.953869,-0.003395,9.548131
77.568433,-14.029143,17.018677,2.953597,-0.002040,9.647222
77.668438,-14.127383,17.037377,2.953362,-0.002661,9.745305
77.768442,-14.225618,17.056103,2.953051,-0.003558,9.842411
77.868446,-14.323847,17.074864,2.952791,-0.001640,9.938568
77.968451,-14.422073,17.093641,2.952633,-0.001518,10.033804
78.068455,-14.520296,17.112433,2.952438,-0.002393,10.128144
78.168459,-14.618514,17.131249,2.952223,-0.001894,10.221613
78.268463,-14.716729,17.150083,2.952079,-0.000997,10.314236
78.368468,-14.814942,17.168927,2.951971,-0.001162,10.406034
78.468472,-14.913152,17.187782,2.951839,-0.001472,10.497029
78.568476,-15.011360,17.206652,2.951736,-0.000596,10.587242
78.668481,-15.109567,17.225527,2.951682,-0.000475,10.676694
78.768485,-15.207773,17.244407,2.951637,-0.000437,10.765401
78.868489,-15.305978,17.263292,2.951602,-0.000263,10.853384
78.968494,-15.404182,17.282179,2.951591,0.000047,10.940659
79.068498,-15.502387,17.301066,2.951604,0.000210,11.027244
79.168502,-15.600592,17.319950,2.951645,0.000615,11.113154
79.268506,-15.698798,17.338829,2.951705,0.000577,11.198405
79.368511,-15.797006,17.357702,2.951762,0.000568,11.283012
79.468515,-15.895214,17.376569,2.951860,0.001393,11.366989
79.568519,-15.993425,17.395423,2.952004,0.001495,11.450350
79.668524,-16.091639,17.414262,2.952133,0.001090,11.533109
79.768528,-16.189855,17.433090,2.952260,0.001446,11.615278
79.868532,-16.288073,17.451904,2.952466,0.002660,11.696870
79.968536,-16.386297,17.470692,2.952690,0.001836,11.777897
80.068541,-16.484524,17.489462,2.952861,0.001570,11.858370
80.168545,-16.582754,17.508216,2.953076,0.002729,11.938300
80.268549,-16.680989,17.526944,2.953356,0.002880,12.017699
80.368554,-16.779229,17.545643,2.953583,0.001665,12.096577
80.468558,-16.877473,17.564326,2.953763,0.001922,12.174944
80.568562,-16.975720,17.582990,2.954020,0.003218,12.252809
80.668566,-17.073973,17.601623,2.954284,0.002059,12.330183
80.768571,-17.172230,17.620235,2.954464,0.001552,12.407075
80.868575,-17.270490,17.638832,2.954665,0.002466,12.483492
80.968579,-17.368755,17.657405,2.954925,0.002733,12.559445
