# raceline for track_id=oschersleben (claude-docs/02-repo-layout.md)
# generated by tools/raceline (tool_version=0.1.0)
# vehicle_params: schema_version=0.2.0, sysid_session_id=none-preliminary
# generation_params: track_shape=external_centerline, source_centerline_csv=../config/tracks/oschersleben/source_centerline.csv, resample_ds_m=0.1, smooth_window=5, a_lat_max_mps2=9.51, a_max_mps2=9.51, v_max_mps=20.0
# columns: s_m,x_m,y_m,heading_rad,curvature_1pm,target_speed_mps
s_m,x_m,y_m,heading_rad,curvature_1pm,target_speed_mps
81.068584,-17.467024,17.675951,2.955134,0.001438,12.634941
81.168588,-17.565297,17.694482,2.955284,0.001577,12.709989
81.268592,-17.663572,17.712999,2.955501,0.002761,12.784596
81.368596,-17.761852,17.731488,2.955732,0.001847,12.858771
81.468601,-17.860136,17.749959,2.955890,0.001323,12.932520
81.568605,-17.958422,17.768417,2.956057,0.002017,13.005851
81.668609,-18.056712,17.786855,2.956278,0.002392,13.078770
81.768614,-18.155006,17.805269,2.956458,0.001209,13.151286
81.868618,-18.253302,17.823672,2.956581,0.001257,13.223403
81.968622,-18.351601,17.842063,2.956759,0.002302,13.295130
82.068627,-18.449904,17.860430,2.956955,0.001608,13.366471
82.168631,-18.548210,17.878782,2.957090,0.001094,13.437434
82.268635,-18.646518,17.897124,2.957224,0.001597,13.508024
82.368639,-18.744829,17.915449,2.957405,0.002024,13.578247
82.468644,-18.843144,17.933755,2.957555,0.000979,13.648109
82.568648,-18.941460,17.952051,2.957653,0.000979,13.717615
82.668652,-19.039778,17.970337,2.957794,0.001830,13.786771
82.768657,-19.138100,17.988605,2.957952,0.001340,13.855581
82.868661,-19.236424,18.006861,2.958062,0.000865,13.924052
82.968665,-19.334749,18.025107,2.958166,0.001204,13.992187
83.068669,-19.433077,18.043342,2.958307,0.001614,14.059992
83.168674,-19.531408,18.061561,2.958426,0.000764,14.127472
83.268678,-19.629740,18.079773,2.958501,0.000750,14.194631
83.368682,-19.728073,18.097977,2.958606,0.001336,14.261473
83.468687,-19.826409,18.116168,2.958725,0.001045,14.328004
83.568691,-19.924747,18.134348,2.958809,0.000635,14.394227
83.668695,-20.023086,18.152523,2.958882,0.000839,14.460147
83.768699,-20.121426,18.170689,2.958982,0.001155,14.525768
83.868704,-20.219769,18.188844,2.959068,0.000569,14.591094
83.968708,-20.318113,18.206993,2.959123,0.000520,14.656129
84.068712,-20.416457,18.225137,2.959192,0.000870,14.720876
84.168717,-20.514803,18.243273,2.959272,0.000722,14.785340
84.268721,-20.613151,18.261401,2.959328,0.000406,14.849524
84.368725,-20.711499,18.279526,2.959374,0.000502,14.913431
84.468730,-20.809848,18.297645,2.959434,0.000697,14.977066
84.568734,-20.908198,18.315758,2.959486,0.000347,15.040432
84.668738,-21.006549,18.333867,2.959518,0.000291,15.103532
84.768742,-21.104901,18.351973,2.959554,0.000433,15.166369
84.868747,-21.203253,18.370076,2.959594,0.000371,15.228948
84.968751,-21.301606,18.388174,2.959622,0.000176,15.291270
85.068755,-21.399959,18.406271,2.959640,0.000193,15.353339
85.168760,-21.498313,18.424366,2.959662,0.000238,15.415158
85.268764,-21.596667,18.442458,2.959678,0.000096,15.476730
85.368768,-21.695021,18.460550,2.959686,0.000061,15.538058
85.468772,-21.793375,18.478641,2.959690,0.000023,15.599145
85.568777,-21.891730,18.496731,2.959691,-0.000008,15.659994
85.668781,-21.990084,18.514822,2.959688,-0.000053,15.720607
85.768785,-22.088439,18.532914,2.959681,-0.000088,15.780988
85.868790,-22.186793,18.551006,2.959666,-0.000221,15.841138
85.968794,-22.285146,18.569100,2.959646,-0.000182,15.854823
86.068798,-22.383500,18.587196,2.959628,-0.000168,15.794724
86.168803,-22.481853,18.605294,2.959602,-0.000360,15.734397
86.268807,-22.580205,18.623395,2.959563,-0.000415,15.673837
86.368811,-22.678557,18.641501,2.959528,-0.000282,15.613042
86.468815,-22.776908,18.659609,2.959497,-0.000342,15.552009
86.568820,-22.875259,18.677721,2.959446,-0.000679,15.490736
86.668824,-22.973608,18.695839,2.959388,-0.000487,15.429220
86.768828,-23.071956,18.713962,2.959343,-0.000397,15.367457
86.868833,-23.170304,18.732089,2.959288,-0.000713,15.305446
86.968837,-23.268651,18.750223,2.959210,-0.000849,15.243181
87.068841,-23.366995,18.768365,2.959142,-0.000512,15.180662
87.168845,-23.465339,18.786512,2.959088,-0.000567,15.117884
87.268850,-23.563682,18.804665,2.959002,-0.001138,15.054844
87.368854,-23.662023,18.822829,2.958905,-0.000821,14.991539
87.468858,-23.760362,18.841002,2.958832,-0.000626,14.927966
87.568863,-23.858701,18.859180,2.958749,-0.001039,14.864121
87.668867,-23.957037,18.877368,2.958631,-0.001312,14.800000
87.768871,-24.055371,18.895570,2.958529,-0.000741,14.735601
87.868876,-24.153704,18.913779,2.958453,-0.000764,14.670918
87.968880,-24.252035,18.931995,2.958336,-0.001591,14.605950
88.068884,-24.350363,18.950227,2.958197,-0.001178,14.540691
88.168888,-24.448689,18.968470,2.958096,-0.000851,14.475137
88.268893,-24.547014,18.986722,2.957989,-0.001281,14.409286
88.368897,-24.645336,19.004987,2.957840,-0.001694,14.343132
88.468901,-24.743655,19.023268,2.957712,-0.000866,14.276672
88.568906,-24.841973,19.041557,2.957626,-0.000866,14.209901
88.668910,-24.940289,19.059855,2.957501,-0.001633,14.142814
88.768914,-25.038602,19.078170,2.957358,-0.001230,14.075408
88.868918,-25.136913,19.096496,2.957256,-0.000794,14.007678
88.968923,-25.235222,19.114830,2.957161,-0.001107,13.939618
89.068927,-25.333529,19.133175,2.957030,-0.001513,13.871224
89.168931,-25.431834,19.151535,2.956917,-0.000746,13.802492
89.268936,-25.530137,19.169902,2.956844,-0.000719,13.733416
89.368940,-25.628439,19.188276,2.956743,-0.001302,13.663990
89.468944,-25.726738,19.206663,2.956625,-0.001051,13.594210
89.568948,-25.825036,19.225061,2.956541,-0.000645,13.524070
89.668953,-25.923332,19.243465,2.956465,-0.000858,13.453564
89.768957,-26.021627,19.261877,2.956362,-0.001214,13.382686
89.868961,-26.119919,19.280301,2.956269,-0.000631,13.311432
89.968966,-26.218210,19.298731,2.956209,-0.000570,13.239793
90.068970,-26.316501,19.317167,2.956132,-0.000987,13.167766
90.168974,-26.414789,19.335613,2.956040,-0.000851,13.095341
90.268979,-26.513076,19.354067,2.955972,-0.000495,13.022515
90.368983,-26.611362,19.372525,2.955916,-0.000626,12.949278
90.468987,-26.709647,19.390990,2.955839,-0.000914,12.875625
90.568991,-26.807930,19.409464,2.955769,-0.000497,12.801548
90.668996,-26.906212,19.427943,2.955723,-0.000420,12.727041
90.769000,-27.004493,19.446426,2.955667,-0.000690,12.652094
90.869004,-27.102774,19.464916,2.955601,-0.000634,12.576701
90.969009,-27.201053,19.483412,2.955552,-0.000346,12.500853
91.069013,-27.299331,19.501911,2.955514,-0.000414,12.424542
91.169017,-27.397608,19.520415,2.955463,-0.000616,12.347759
91.269021,-27.495885,19.538924,2.955415,-0.000345,12.270496
91.369026,-27.594161,19.557437,2.955384,-0.000270,12.192743
91.469030,-27.692436,19.575953,2.955350,-0.000411,12.114492
91.569034,-27.790711,19.594473,2.955310,-0.000397,12.035731
91.669039,-27.888984,19.612996,2.955280,-0.000195,11.956452
91.769043,-27.987258,19.631522,2.955259,-0.000218,11.876644
91.869047,-28.085531,19.650049,2.955232,-0.000316,11.796295
91.969052,-28.183803,19.668580,2.955208,-0.000175,11.715396
92.069056,-28.282075,19.687112,2.955193,-0.000121,11.633934
92.169060,-28.380347,19.705646,2.955180,-0.000151,11.551897
92.269064,-28.478619,19.724181,2.955165,-0.000143,11.469274
92.369069,-28.576890,19.742717,2.955155,-0.000046,11.386052
92.469073,-28.675161,19.761254,2.955151,-0.000042,11.302216
92.569077,-28.773433,19.779792,2.955148,-0.000017,11.217754
92.669082,-28.871704,19.798329,2.955148,0.000014,11.132651
92.769086,-28.969975,19.816866,2.955150,0.000029,11.046893
92.869090,-29.068246,19.835403,2.955156,0.000091,10.960464
92.969094,-29.166518,19.853940,2.955167,0.000129,10.873347
93.069099,-29.264789,19.872475,2.955179,0.000104,10.785527
93.169103,-29.363061,19.891008,2.955190,0.000116,10.696986
93.269107,-29.461333,19.909541,2.955210,0.000283,10.607706
93.369112,-29.559606,19.928071,2.955235,0.000220,10.517669
93.469116,-29.657879,19.946599,2.955255,0.000179,10.426853
93.569120,-29.756152,19.965125,2.955280,0.000316,10.335240
93.669125,-29.854426,19.983648,2.955316,0.000420,10.242808
93.769129,-29.952701,20.002167,2.955350,0.000254,10.149533
93.869133,-30.050976,20.020683,2.955376,0.000257,10.055394
93.969137,-30.149251,20.039197,2.955418,0.000582,9.960365
94.069142,-30.247528,20.057705,2.955469,0.000446,9.864420
94.169146,-30.345806,20.076209,2.955508,0.000329,9.767533
94.269150,-30.444084,20.094709,2.955550,0.000522,9.669675
94.369155,-30.542363,20.113205,2.955613,0.000729,9.570817
94.469159,-30.640643,20.131693,2.955669,0.000403,9.470927
94.569163,-30.738924,20.150177,2.955710,0.000403,9.369972
94.669167,-30.837206,20.168657,2.955773,0.000857,9.267917
94.769172,-30.935490,20.187129,2.955850,0.000688,9.164726
94.869176,-31.033775,20.205594,2.955908,0.000479,9.060360
94.969180,-31.132060,20.224054,2.955968,0.000711,8.954778
95.069185,-31.230347,20.242508,2.956055,0.001032,8.847936
95.169189,-31.328636,20.260951,2.956135,0.000577,8.739787
95.269193,-31.426926,20.279388,2.956192,0.000553,8.630284
95.369198,-31.525217,20.297821,2.956275,0.001112,8.519373
95.469202,-31.623510,20.316242,2.956378,0.000949,8.406999
95.569206,-31.721805,20.334654,2.956457,0.000628,8.293103
95.669210,-31.820101,20.353059,2.956533,0.000881,8.177620
95.769215,-31.918398,20.371456,2.956643,0.001331,8.060484
95.869219,-32.016698,20.389840,2.956748,0.000772,7.941619
95.969223,-32.115000,20.408217,2.956822,0.000703,7.820948
96.069228,-32.213303,20.426586,2.956941,0.001679,7.698386
96.169232,-32.311608,20.444939,2.957106,0.001624,7.573841
96.269236,-32.409917,20.463276,2.957246,0.001174,7.447213
96.369240,-32.508228,20.481601,2.957743,0.008766,7.318395
96.469244,-32.606555,20.499840,2.959499,0.026349,7.187269
96.569247,-32.704928,20.517820,2.962085,0.025374,7.053707
96.669249,-32.803346,20.535550,2.964613,0.025176,6.917567
96.769252,-32.901808,20.553033,2.970457,0.091723,6.778694
96.869242,-33.000415,20.569609,2.980213,0.103403,6.636933
96.969225,-33.099181,20.585164,2.989673,0.085828,6.492087
97.069207,-33.198075,20.599871,3.000177,0.124312,6.343938
97.169176,-33.297132,20.613345,3.018164,0.235613,6.192263
97.269120,-33.396454,20.624481,3.038389,0.169117,6.036819
97.369055,-33.495940,20.633936,3.054329,0.149882,5.877281
97.468996,-33.595563,20.641901,3.076368,0.291346,5.713279
97.568891,-33.695330,20.646960,3.106093,0.303753,5.571416
97.668791,-33.795209,20.648991,3.130878,0.192551,5.398202
97.768681,-33.895099,20.649100,-3.131315,0.227763,5.219260
97.868574,-33.994969,20.646938,-3.101202,0.375285,5.033956
97.968468,-34.094689,20.641034,-3.070792,0.233682,5.219263
98.068370,-34.194251,20.632805,-3.049980,0.182999,5.398225
98.168278,-34.293652,20.622756,-3.026320,0.290776,5.571453
98.268170,-34.392704,20.609827,-2.995979,0.316651,5.480244
98.368096,-34.491330,20.593766,-2.971715,0.169197,5.650987
98.468011,-34.589661,20.576042,-2.954077,0.183844,5.577658
98.567936,-34.687659,20.556514,-2.928631,0.325577,5.404600
98.667853,-34.784963,20.533810,-2.901493,0.217692,5.577646
98.767783,-34.881762,20.508993,-2.882796,0.156552,5.745503
98.867716,-34.978164,20.482663,-2.863187,0.235959,5.908597
98.967639,-35.073909,20.454072,-2.837347,0.281207,5.815370
99.067591,-35.168840,20.422792,-2.816329,0.139492,5.976589
99.167534,-35.263319,20.390195,-2.802068,0.145883,6.133559
99.267486,-35.357319,20.356221,-2.781758,0.260583,6.041114
99.367433,-35.450399,20.319813,-2.759686,0.181103,6.196455
99.467393,-35.542817,20.281721,-2.744580,0.121171,6.348015
99.567354,-35.634767,20.242512,-2.729732,0.175932,6.496041
99.667311,-35.726010,20.201694,-2.710075,0.217376,6.614313
99.767287,-35.816362,20.158894,-2.694079,0.102679,6.756529
99.867259,-35.906266,20.115172,-2.683776,0.103438,6.895806
99.967235,-35.995717,20.070520,-2.669252,0.187130,7.032332
100.067210,-36.084316,20.024204,-2.653283,0.132337,7.166255
100.167193,-36.172301,19.976716,-2.642445,0.084480,7.297732
100.267176,-36.259882,19.928486,-2.632398,0.116488,7.426881
100.367159,-36.346896,19.879239,-2.619061,0.150303,7.553822
100.467151,-36.433168,19.828686,-2.608217,0.066609,7.678678
100.567142,-36.519099,19.777560,-2.601557,0.066609,7.801533
100.667134,-36.604690,19.725862,-2.592620,0.112155,7.922485
100.767128,-36.689697,19.673207,-2.582895,0.082361,8.041619
100.867125,-36.774270,19.619851,-2.576388,0.047778,8.159019
100.967122,-36.858588,19.566092,-2.571008,0.059835,8.274753
101.067121,-36.942583,19.511829,-2.564216,0.076005,8.388892
101.167123,-37.026166,19.456927,-2.558893,0.030457,8.501502
101.267124,-37.109582,19.401771,-2.555958,0.028232,8.612641
101.367126,-37.192841,19.346379,-2.552745,0.036035,8.722363
101.467129,-37.275902,19.290688,-2.549701,0.024845,8.830723
101.567134,-37.358824,19.234789,-2.548025,0.008672,8.937771
101.667138,-37.441699,19.178819,-2.547359,0.004645,9.043552
101.767142,-37.524547,19.122810,-2.547236,-0.002191,9.148110
101.867146,-37.607407,19.066819,-2.547845,-0.009995,9.251486
101.967150,-37.690323,19.010911,-2.548888,-0.010864,9.353719
102.067154,-37.773300,18.955093,-2.551250,-0.036368,9.454847
102.167156,-37.856478,18.899579,-2.554929,-0.037201,9.408747
102.267158,-37.939862,18.844374,-2.558307,-0.030365,9.307120
102.367159,-38.023412,18.789423,-2.562054,-0.044571,9.204372
102.467159,-38.107206,18.734846,-2.568117,-0.076692,9.100465
102.567158,-38.191414,18.680914,-2.574511,-0.051189,8.995359
102.667155,-38.275896,18.627414,-2.579387,-0.046329,8.889012
102.767154,-38.360626,18.574305,-2.585210,-0.070141,8.781376
102.867152,-38.445727,18.521792,-2.591871,-0.063084,8.672404
102.967154,-38.531160,18.469816,-2.596573,-0.030966,8.562042
103.067155,-38.616753,18.418104,-2.599660,-0.030772,8.450239
103.167157,-38.702505,18.366656,-2.602705,-0.030112,8.336936
103.267161,-38.788413,18.315465,-2.604525,-0.006300,8.222069
103.367165,-38.874354,18.264328,-2.604798,0.000853,8.105575
103.467170,-38.960291,18.213183,-2.603587,0.023358,7.987381
103.567172,-39.046107,18.161839,-2.600745,0.033483,7.867414
103.667174,-39.131749,18.110209,-2.597430,0.032825,7.745591
103.767175,-39.217221,18.058298,-2.593667,0.042424,7.621822
103.867174,-39.302470,18.006025,-2.586657,0.097792,7.496010
103.967168,-39.387200,17.952925,-2.578003,0.075294,7.368059
104.067159,-39.471525,17.899189,-2.570990,0.064977,7.237849
104.167151,-39.555500,17.844907,-2.561507,0.124716,7.105253
104.267132,-39.638782,17.789587,-2.547645,0.152581,6.970149
104.367110,-39.721209,17.733005,-2.535158,0.097221,6.832378
104.467085,-39.803079,17.675627,-2.524927,0.107453,6.691776
104.567061,-39.884329,17.617372,-2.508472,0.221790,6.548154
104.667019,-39.964253,17.557340,-2.489286,0.162070,6.553118
104.766977,-40.043193,17.496023,-2.474957,0.124644,6.406416
104.866935,-40.121365,17.433726,-2.458653,0.201626,6.256274
104.966877,-40.198253,17.369877,-2.435816,0.255370,6.102463
105.066829,-40.273493,17.304081,-2.416009,0.141055,5.968944
105.166771,-40.347792,17.237236,-2.401754,0.144195,5.807529
105.266722,-40.421126,17.169322,-2.379622,0.298809,5.641482
105.366645,-40.492380,17.099269,-2.353609,0.221831,5.807483
105.466575,-40.562069,17.027649,-2.334637,0.157919,5.698935
105.566504,-40.630619,16.954938,-2.314327,0.248679,5.529665
105.666410,-40.697325,16.880565,-2.285339,0.331625,5.355091
105.766332,-40.761542,16.804011,-2.259935,0.177021,5.402802
105.866238,-40.824385,16.726344,-2.241944,0.183113,5.223987
105.966156,-40.885805,16.647533,-2.214098,0.374563,5.038809
106.066029,-40.944207,16.566516,-2.181219,0.283800,5.223904
106.165916,-41.000298,16.483865,-2.157170,0.197839,5.192848
106.265804,-41.054746,16.400121,-2.131235,0.321665,5.006576
106.365649,-41.106454,16.314709,-2.094681,0.410502,4.813186
106.465524,-41.154634,16.227223,-2.063258,0.219073,5.006636
106.565380,-41.200880,16.138722,-2.040222,0.242300,4.848551
106.665242,-41.244975,16.049122,-2.006168,0.440093,4.648555
106.765071,-41.285079,15.957703,-1.968425,0.316075,4.848485
106.864927,-41.322290,15.865039,-1.941599,0.221386,5.040542
106.964788,-41.357445,15.771571,-1.914064,0.330211,5.225554
107.064639,-41.389497,15.677004,-1.878928,0.373456,5.046268
107.164559,-41.418021,15.581241,-1.851506,0.175813,5.231185
107.264467,-41.444855,15.485004,-1.833380,0.187027,5.409765
107.364389,-41.469889,15.388270,-1.809038,0.300235,5.582656
107.464324,-41.492015,15.290815,-1.784484,0.191234,5.750376
107.564281,-41.512278,15.192933,-1.768705,0.124553,5.913375
107.664240,-41.531321,15.094805,-1.754276,0.164148,6.072003
107.764204,-41.548753,14.996373,-1.736585,0.189789,6.226599
107.864193,-41.564318,14.897603,-1.723272,0.076557,6.377486
107.964179,-41.579126,14.798719,-1.715617,0.076557,6.524880
108.064168,-41.593177,14.699722,-1.706534,0.105140,6.669022
108.164163,-41.606188,14.600577,-1.697876,0.068033,6.810122
108.264164,-41.618524,14.501340,-1.692919,0.031107,6.948365
108.364165,-41.630552,14.402064,-1.690006,0.027141,7.083912
108.464168,-41.642310,14.302756,-1.687709,0.018799,7.216914
108.564171,-41.653882,14.203424,-1.687259,-0.009792,7.347511
108.664175,-41.665551,14.104103,-1.688364,-0.012307,7.475827
108.764179,-41.677342,14.004797,-1.690782,-0.036059,7.601978
108.864181,-41.689491,13.905535,-1.694573,-0.039756,7.726067
108.964183,-41.702035,13.806324,-1.698132,-0.031415,7.848194
109.064184,-41.714890,13.707152,-1.701593,-0.037811,7.968448
109.164185,-41.728120,13.608030,-1.706458,-0.059488,8.086915
109.264187,-41.741939,13.508988,-1.711219,-0.035734,8.203671
109.364189,-41.756113,13.409995,-1.714410,-0.028073,8.318789
109.464191,-41.770564,13.311043,-1.718069,-0.045122,8.432336
109.564193,-41.785461,13.212157,-1.722586,-0.045215,8.544374
109.664195,-41.800806,13.113339,-1.726024,-0.023539,8.654963
109.764198,-41.816383,13.014557,-1.728595,-0.027878,8.764156
109.864201,-41.832236,12.915819,-1.732101,-0.042234,8.872005
109.964204,-41.848505,12.817148,-1.735472,-0.025185,8.978560
110.064207,-41.865023,12.718518,-1.737666,-0.018696,8.949038
110.164210,-41.881726,12.619920,-1.740039,-0.028774,8.842128
110.264213,-41.898712,12.521369,-1.742879,-0.028010,8.733909
110.364217,-41.915974,12.422867,-1.744962,-0.013654,8.624331
110.464221,-41.933370,12.324388,-1.746398,-0.015070,8.513344
110.564225,-41.950915,12.225935,-1.748143,-0.019821,8.400890
110.664229,-41.968655,12.127517,-1.749621,-0.009743,8.286909
110.764233,-41.986491,12.029116,-1.750417,-0.006168,8.171339
110.864237,-42.004388,11.930727,-1.750604,0.002430,8.054111
110.964241,-42.022261,11.832333,-1.750103,0.007581,7.935152
111.064245,-42.040059,11.733925,-1.749107,0.012332,7.814382
111.164249,-42.057736,11.635496,-1.747624,0.017342,7.691715
111.264252,-42.075242,11.537037,-1.744442,0.046293,7.567062
111.364254,-42.092291,11.438500,-1.740242,0.037697,7.440322
111.464255,-42.108969,11.339899,-1.736659,0.033962,7.311387
111.564256,-42.125312,11.241243,-1.731615,0.066936,7.180137
111.664253,-42.140994,11.142483,-1.724032,0.084712,7.046447
111.764249,-42.155838,11.043595,-1.717009,0.055763,6.910173
111.864243,-42.170131,10.944627,-1.711286,0.058696,6.771159
111.964239,-42.183842,10.845576,-1.701666,0.133726,6.629229
112.064226,-42.196227,10.746359,-1.689943,0.100761,6.484206
112.164212,-42.207612,10.647023,-1.681008,0.077983,6.335865
112.264198,-42.218222,10.547602,-1.670729,0.127631,6.183968
112.364176,-42.227561,10.448061,-1.655547,0.176082,6.028257
112.464153,-42.235147,10.348372,-1.641694,0.101057,5.868416
112.564126,-42.241725,10.248616,-1.631591,0.101057,5.704107
112.664103,-42.247295,10.148794,-1.614500,0.240962,5.534913
112.764047,-42.250459,10.048900,-1.592560,0.198055,5.360441
112.863987,-42.251645,9.948967,-1.575333,0.146711,5.180103
112.963927,-42.251366,9.849028,-1.555580,0.248748,4.993257
113.063817,-42.248605,9.749175,-1.524304,0.377563,4.799239
113.163681,-42.242084,9.649525,-1.493586,0.237741,4.597096
113.263519,-42.233202,9.550083,-1.470179,0.231093,4.385700
113.363381,-42.222026,9.450848,-1.431316,0.548601,4.163531
113.463073,-42.205469,9.352540,-1.381348,0.453438,4.385332
113.562765,-42.184488,9.255081,-1.342556,0.325084,4.238903
113.662455,-42.160362,9.158355,-1.300861,0.512278,4.009015
113.762043,-42.131364,9.063082,-1.241941,0.670755,3.765374
113.861722,-42.096042,8.969871,-1.190992,0.353002,4.009232
113.961355,-42.057483,8.878003,-1.155681,0.355633,4.238981
114.061044,-42.015669,8.787507,-1.110928,0.542406,4.187240
114.160813,-41.968989,8.699331,-1.066253,0.353586,4.408015
114.260702,-41.919168,8.612754,-1.038819,0.196233,4.618493
114.360592,-41.867659,8.527169,-1.018386,0.212843,4.819791
114.460518,-41.814323,8.442668,-0.996602,0.223106,5.013080
114.560518,-41.759074,8.359315,-0.983654,0.036048,5.199326
114.660519,-41.703525,8.276162,-0.980049,0.036048,5.379126
114.760520,-41.647677,8.193209,-0.979391,-0.022873,5.553108
114.860515,-41.592022,8.110133,-0.982992,-0.049161,5.721794
114.960506,-41.536778,8.026789,-0.988875,-0.068514,5.885639
115.060496,-41.482107,7.943069,-0.997193,-0.097867,6.045044
115.160480,-41.428261,7.858822,-1.010587,-0.170071,6.200344
115.260457,-41.375859,7.773679,-1.024645,-0.111161,6.351836
115.360429,-41.324408,7.687962,-1.035280,-0.101588,6.499792
115.460405,-41.273830,7.601725,-1.050365,-0.200258,6.360757
115.560359,-41.224997,7.514511,-1.070484,-0.202298,6.209517
115.660315,-41.177938,7.426326,-1.087097,-0.130126,6.054497
115.760267,-41.132031,7.337540,-1.102230,-0.172709,5.895409
115.860209,-41.087667,7.247984,-1.125320,-0.289454,5.731924
115.960137,-41.045918,7.157195,-1.149313,-0.190776,5.868428
116.060063,-41.005908,7.065629,-1.166811,-0.159441,5.704197
116.159996,-40.967359,6.973431,-1.190276,-0.310408,5.535083
116.259883,-40.931703,6.880124,-1.221003,-0.304755,5.433671
116.359786,-40.898898,6.785761,-1.245615,-0.188105,5.255914
116.459682,-40.867874,6.690805,-1.268032,-0.260788,5.071944
116.559554,-40.839340,6.595095,-1.300981,-0.399160,4.881090
116.659422,-40.814643,6.498329,-1.333294,-0.248108,5.071936
116.759288,-40.792351,6.400983,-1.356233,-0.211299,5.113458
116.859169,-40.772115,6.303173,-1.386354,-0.392202,4.924196
116.959006,-40.755730,6.204690,-1.423369,-0.349205,5.113376
117.058881,-40.742783,6.105658,-1.451336,-0.211093,5.173228
117.158750,-40.731927,6.006381,-1.475820,-0.279305,4.986260
117.258608,-40.723844,5.906851,-1.510439,-0.414136,4.792024
117.358488,-40.719881,5.807049,-1.542750,-0.233127,4.986302
117.458364,-40.718242,5.707186,-1.564548,-0.203397,5.173283
117.558254,-40.718633,5.607297,-1.592701,-0.360536,5.135893
117.658112,-40.722617,5.507519,-1.627409,-0.334554,5.317584
117.758002,-40.729933,5.407897,-1.654088,-0.199846,5.251381
117.857884,-40.739236,5.308449,-1.676297,-0.244886,5.067273
117.957764,-40.750968,5.209260,-1.708493,-0.399958,4.876220
118.057646,-40.766650,5.110618,-1.740580,-0.242715,5.067274
118.157526,-40.784719,5.012385,-1.762710,-0.200450,5.251381
118.257416,-40.804752,4.914525,-1.789486,-0.335884,5.320754
118.357274,-40.828048,4.817422,-1.824237,-0.360075,5.139176
118.457162,-40.854828,4.721191,-1.852452,-0.205120,5.157209
118.557036,-40.883569,4.625542,-1.874078,-0.227927,4.969628
118.656920,-40.914482,4.530562,-1.906279,-0.417152,4.774664
118.756778,-40.949314,4.436976,-1.941165,-0.281613,4.969580
118.856645,-40.986768,4.344398,-1.965830,-0.212428,5.157151
118.956518,-41.026178,4.252630,-1.993052,-0.332917,5.062228
119.056360,-41.068603,4.162249,-2.029683,-0.400807,4.871051
119.156245,-41.114629,4.073601,-2.060254,-0.211669,5.062305
119.256110,-41.162510,3.985963,-2.081872,-0.221233,4.964365
119.355992,-41.212323,3.899388,-2.113784,-0.418111,4.769188
119.455845,-41.265690,3.814993,-2.149509,-0.297456,4.964308
119.555721,-41.321552,3.732200,-2.174685,-0.206812,5.152086
119.655599,-41.379113,3.650578,-2.200704,-0.314379,5.065797
119.755451,-41.439192,3.570822,-2.236383,-0.400200,4.874742
119.855346,-41.502437,3.493497,-2.266511,-0.203355,5.065877
119.955221,-41.567226,3.417487,-2.287013,-0.207164,5.039507
120.055116,-41.633586,3.342819,-2.317559,-0.404739,4.847333
120.154975,-41.702884,3.270920,-2.352600,-0.297048,5.039440
120.254857,-41.774300,3.201090,-2.377503,-0.201724,5.224530
120.354740,-41.847109,3.132713,-2.402793,-0.304838,5.069933
120.454598,-41.921947,3.066600,-2.437962,-0.399497,4.879029
120.554495,-41.999392,3.003499,-2.467985,-0.201937,5.070007
120.654372,-42.078078,2.941985,-2.488235,-0.203501,5.050558
120.754269,-42.158014,2.882071,-2.518503,-0.402828,4.858816
120.854128,-42.240263,2.825442,-2.553576,-0.299601,5.050485
120.954011,-42.324189,2.771285,-2.578581,-0.201227,5.235187
121.053894,-42.409187,2.718825,-2.603568,-0.299230,5.102683
121.153756,-42.495696,2.668938,-2.638183,-0.393985,4.913044
121.253661,-42.584138,2.622473,-2.667570,-0.194663,5.102763
121.353548,-42.673449,2.577744,-2.687017,-0.194662,5.175939
121.453453,-42.763631,2.534752,-2.715812,-0.382079,4.989002
121.553327,-42.855359,2.495244,-2.749103,-0.284557,5.175881
121.653225,-42.948194,2.458349,-2.772715,-0.188299,5.356287
121.753123,-43.041707,2.423207,-2.795933,-0.276646,5.244146
121.853004,-43.136138,2.390667,-2.828302,-0.371465,5.059777
121.952920,-43.231746,2.361642,-2.856040,-0.184046,5.244212
122.052820,-43.327855,2.334384,-2.874398,-0.183447,5.343914
122.152735,-43.424463,2.308888,-2.901373,-0.356754,5.163044
122.252621,-43.521889,2.286855,-2.932935,-0.275172,5.343861
122.352529,-43.619904,2.267505,-2.955687,-0.180413,5.501013
122.452435,-43.718252,2.249924,-2.977615,-0.258637,5.325498
122.552326,-43.817005,2.234892,-3.008483,-0.359397,5.144026
122.652244,-43.916261,2.223410,-3.035722,-0.186068,5.325545
122.752148,-44.015700,2.213777,-3.053971,-0.179228,5.442532
122.852067,-44.115309,2.205925,-3.080053,-0.343065,5.265045
122.951954,-44.215098,2.201490,-3.111207,-0.280682,5.442478
123.051863,-44.314994,2.199855,-3.134214,-0.180001,5.481041
123.151769,-44.414900,2.200016,3.127462,-0.250660,5.304865
123.251661,-44.514756,2.202678,3.096844,-0.362401,5.122660
123.351571,-44.614469,2.208953,3.068833,-0.198519,5.304897
123.451472,-44.714028,2.217203,3.049794,-0.182637,5.429577
123.551385,-44.813433,2.227269,3.023456,-0.344816,5.251662
123.651265,-44.912399,2.240747,2.991315,-0.298726,5.429517
123.751167,-45.010941,2.257175,2.967056,-0.187089,5.369364
